name,official_name,slug,lga_key,lga,planning_region,zone,priority,page_status,index_recommendation,latitude,longitude,estimated_cbd_distance_km,nearby_areas,regional_anchors,property_profile,local_context,service_notes
Bittern,BITTERN,bittern,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.33678,145.16925,60.9,Crib Point | Balnarring | Hastings,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Bittern is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Crib Point, Balnarring, Hastings. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Blairgowrie,BLAIRGOWRIE,blairgowrie,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.36853,144.77225,63.9,Sorrento | Rye | Tootgarook,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Blairgowrie is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Sorrento, Rye, Tootgarook. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Capel Sound,CAPEL SOUND,capel-sound,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.37229,144.87409,62.6,Tootgarook | Rosebud | Boneo,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Capel Sound is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Tootgarook, Rosebud, Boneo. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Carrum Downs,CARRUM DOWNS,carrum-downs,FRANKSTON,Frankston City,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.09278,145.17595,36.2,Sandhurst | Seaford | Frankston North,Frankston city centre | Port Phillip Bay | Peninsula Link,established suburban and infill housing,"Carrum Downs is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Sandhurst, Seaford, Frankston North. The broader catchment is shaped by Frankston city centre, Port Phillip Bay, Peninsula Link. The local job mix commonly includes established coastal-suburban homes, units and ongoing renovation stock.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Crib Point,CRIB POINT,crib-point,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.3525,145.20298,63.5,HMAS Cerberus | Bittern | Somers,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Crib Point is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to HMAS Cerberus, Bittern, Somers. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Dromana,DROMANA,dromana,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.33199,145.00981,57.8,Safety Beach | Red Hill | Arthurs Seat,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Dromana is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Safety Beach, Red Hill, Arthurs Seat. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Frankston North,FRANKSTON NORTH,frankston-north,FRANKSTON,Frankston City,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.12391,145.16386,38.7,Seaford | Frankston | Carrum Downs,Frankston city centre | Port Phillip Bay | Peninsula Link,established suburban and infill housing,"Frankston North is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Seaford, Frankston, Carrum Downs. The broader catchment is shaped by Frankston city centre, Port Phillip Bay, Peninsula Link. The local job mix commonly includes established coastal-suburban homes, units and ongoing renovation stock.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Frankston South,FRANKSTON SOUTH,frankston-south,FRANKSTON,Frankston City,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.17599,145.12901,42.8,Frankston | Baxter | Mount Eliza,Frankston city centre | Port Phillip Bay | Peninsula Link,established suburban and infill housing,"Frankston South is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Frankston, Baxter, Mount Eliza. The broader catchment is shaped by Frankston city centre, Port Phillip Bay, Peninsula Link. The local job mix commonly includes established coastal-suburban homes, units and ongoing renovation stock.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Hastings,HASTINGS,hastings,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.29723,145.18522,57.2,Tyabb | Bittern | Crib Point,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Hastings is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Tyabb, Bittern, Crib Point. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Langwarrin,LANGWARRIN,langwarrin,FRANKSTON,Frankston City,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.15457,145.19739,43.1,Langwarrin South | Frankston North | Frankston,Frankston city centre | Port Phillip Bay | Peninsula Link,established suburban and infill housing,"Langwarrin is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Langwarrin South, Frankston North, Frankston. The broader catchment is shaped by Frankston city centre, Port Phillip Bay, Peninsula Link. The local job mix commonly includes established coastal-suburban homes, units and ongoing renovation stock.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Langwarrin South,LANGWARRIN SOUTH,langwarrin-south,FRANKSTON,Frankston City,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.18907,145.191,46.3,Baxter | Langwarrin | Somerville,Frankston city centre | Port Phillip Bay | Peninsula Link,established suburban and infill housing,"Langwarrin South is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Baxter, Langwarrin, Somerville. The broader catchment is shaped by Frankston city centre, Port Phillip Bay, Peninsula Link. The local job mix commonly includes established coastal-suburban homes, units and ongoing renovation stock.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
McCrae,MCCRAE,mccrae,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.35595,144.93253,60.4,Arthurs Seat | Rosebud | Capel Sound,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","McCrae is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Arthurs Seat, Rosebud, Capel Sound. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Merricks North,MERRICKS NORTH,merricks-north,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.34513,145.07677,59.9,Balnarring | Merricks | Tuerong,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Merricks North is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Balnarring, Merricks, Tuerong. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Moorooduc,MOOROODUC,moorooduc,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.24707,145.11897,50.1,Mornington | Tuerong | Tyabb,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Moorooduc is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Mornington, Tuerong, Tyabb. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Mount Eliza,MOUNT ELIZA,mount-eliza,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.19502,145.09271,43.9,Frankston South | Mornington | Baxter,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Mount Eliza is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Frankston South, Mornington, Baxter. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Mount Martha,MOUNT MARTHA,mount-martha,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.27547,145.03065,51.7,Safety Beach | Mornington | Tuerong,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Mount Martha is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Safety Beach, Mornington, Tuerong. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Portsea,PORTSEA,portsea,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.32267,144.70018,61.1,Sorrento | Blairgowrie | Rye,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Portsea is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Sorrento, Blairgowrie, Rye. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Red Hill,RED HILL,red-hill,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.36345,145.0161,61.3,Red Hill South | Dromana | Arthurs Seat,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Red Hill is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Red Hill South, Dromana, Arthurs Seat. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Red Hill South,RED HILL SOUTH,red-hill-south,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.3877,145.03943,64.2,Red Hill | Merricks | Shoreham,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Red Hill South is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Red Hill, Merricks, Shoreham. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Rye,RYE,rye,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.38513,144.81227,64.9,Tootgarook | Blairgowrie | St Andrews Beach,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Rye is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Tootgarook, Blairgowrie, St Andrews Beach. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Safety Beach,SAFETY BEACH,safety-beach,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.31537,145.00014,55.9,Dromana | Mount Martha | Red Hill,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Safety Beach is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Dromana, Mount Martha, Red Hill. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Sandhurst,SANDHURST,sandhurst,FRANKSTON,Frankston City,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.08208,145.20869,36.8,Skye | Carrum Downs | Frankston North,Frankston city centre | Port Phillip Bay | Peninsula Link,established suburban and infill housing,"Sandhurst is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Skye, Carrum Downs, Frankston North. The broader catchment is shaped by Frankston city centre, Port Phillip Bay, Peninsula Link. The local job mix commonly includes established coastal-suburban homes, units and ongoing renovation stock.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Seaford,SEAFORD,seaford,FRANKSTON,Frankston City,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.10468,145.13849,35.8,Frankston North | Carrum Downs | Frankston,Frankston city centre | Port Phillip Bay | Peninsula Link,established suburban and infill housing,"Seaford is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Frankston North, Carrum Downs, Frankston. The broader catchment is shaped by Frankston city centre, Port Phillip Bay, Peninsula Link. The local job mix commonly includes established coastal-suburban homes, units and ongoing renovation stock.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Skye,SKYE,skye,FRANKSTON,Frankston City,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.10506,145.21621,39.3,Sandhurst | Carrum Downs | Frankston North,Frankston city centre | Port Phillip Bay | Peninsula Link,established suburban and infill housing,"Skye is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Sandhurst, Carrum Downs, Frankston North. The broader catchment is shaped by Frankston city centre, Port Phillip Bay, Peninsula Link. The local job mix commonly includes established coastal-suburban homes, units and ongoing renovation stock.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Somerville,SOMERVILLE,somerville,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.23213,145.20069,51.0,Tyabb | Langwarrin South | Baxter,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Somerville is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Tyabb, Langwarrin South, Baxter. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Sorrento,SORRENTO,sorrento,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.34461,144.74197,62.1,Blairgowrie | Portsea | Rye,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Sorrento is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Blairgowrie, Portsea, Rye. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Tootgarook,TOOTGAROOK,tootgarook,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.37757,144.85014,63.5,Capel Sound | Rye | Fingal,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Tootgarook is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Capel Sound, Rye, Fingal. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Tuerong,TUERONG,tuerong,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.29872,145.09686,55.2,Merricks North | Moorooduc | Mount Martha,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Tuerong is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Merricks North, Moorooduc, Mount Martha. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Tyabb,TYABB,tyabb,MORNINGTON PENINSULA,Mornington Peninsula Shire,Southern,Frankston & Mornington Peninsula,3,coverage_only,False,-38.26513,145.18449,53.8,Hastings | Somerville | Moorooduc,Port Phillip and Western Port | Peninsula Freeway | coastal townships,"coastal, township or rural-residential properties","Tyabb is within the Frankston and Mornington Peninsula catchment between Port Phillip and Western Port, close to Hastings, Somerville, Moorooduc. The broader catchment is shaped by Port Phillip and Western Port, Peninsula Freeway, coastal townships. The local job mix commonly includes coastal homes, holiday properties, acreage and established township housing.","Run peninsula days by direction, confirm travel surcharge before booking, and check gated or holiday-property access."
Arthurs Creek,ARTHURS CREEK,arthurs-creek,NILLUMBIK,Nillumbik Shire,Northern,North & Airport,3,coverage_only,False,-37.56499,145.21011,35.2,Nutfield | Cottles Bridge | Strathewen,Diamond Creek | Eltham | Yarra and Plenty river catchments,"hills, rural-residential or township properties","Arthurs Creek is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to Nutfield, Cottles Bridge, Strathewen. The broader catchment is shaped by Diamond Creek, Eltham, Yarra and Plenty river catchments. The local job mix commonly includes larger homes on treed or sloping blocks, with some semi-rural properties.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
Christmas Hills,CHRISTMAS HILLS,christmas-hills,NILLUMBIK,Nillumbik Shire,Northern,North & Airport,3,coverage_only,False,-37.65787,145.31415,35.4,Smiths Gully | Watsons Creek | Bend Of Islands,Diamond Creek | Eltham | Yarra and Plenty river catchments,"hills, rural-residential or township properties","Christmas Hills is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to Smiths Gully, Watsons Creek, Bend Of Islands. The broader catchment is shaped by Diamond Creek, Eltham, Yarra and Plenty river catchments. The local job mix commonly includes larger homes on treed or sloping blocks, with some semi-rural properties.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
Cottles Bridge,COTTLES BRIDGE,cottles-bridge,NILLUMBIK,Nillumbik Shire,Northern,North & Airport,3,coverage_only,False,-37.60702,145.2233,32.4,Nutfield | Hurstbridge | Panton Hill,Diamond Creek | Eltham | Yarra and Plenty river catchments,"hills, rural-residential or township properties","Cottles Bridge is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to Nutfield, Hurstbridge, Panton Hill. The broader catchment is shaped by Diamond Creek, Eltham, Yarra and Plenty river catchments. The local job mix commonly includes larger homes on treed or sloping blocks, with some semi-rural properties.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
Eden Park,EDEN PARK,eden-park,WHITTLESEA,Whittlesea City,Northern,North & Airport,3,coverage_only,False,-37.49547,145.06682,36.5,Woodstock | Whittlesea | Donnybrook,"Plenty Road | Mernda rail corridor | Epping, South Morang and Mernda","growth-area, established suburban or township homes","Eden Park is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to Woodstock, Whittlesea, Donnybrook. The broader catchment is shaped by Plenty Road, Mernda rail corridor, Epping, South Morang and Mernda. The local job mix commonly includes fast-growing estates alongside established post-war suburbs.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
Humevale,HUMEVALE,humevale,WHITTLESEA,Whittlesea City,Northern,North & Airport,3,coverage_only,False,-37.502,145.18558,39.8,Whittlesea | Arthurs Creek | Yan Yean,"Plenty Road | Mernda rail corridor | Epping, South Morang and Mernda","growth-area, established suburban or township homes","Humevale is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to Whittlesea, Arthurs Creek, Yan Yean. The broader catchment is shaped by Plenty Road, Mernda rail corridor, Epping, South Morang and Mernda. The local job mix commonly includes fast-growing estates alongside established post-war suburbs.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
Smiths Gully,SMITHS GULLY,smiths-gully,NILLUMBIK,Nillumbik Shire,Northern,North & Airport,3,coverage_only,False,-37.62699,145.28835,35.3,Panton Hill | Christmas Hills | Watsons Creek,Diamond Creek | Eltham | Yarra and Plenty river catchments,"hills, rural-residential or township properties","Smiths Gully is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to Panton Hill, Christmas Hills, Watsons Creek. The broader catchment is shaped by Diamond Creek, Eltham, Yarra and Plenty river catchments. The local job mix commonly includes larger homes on treed or sloping blocks, with some semi-rural properties.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
St Andrews,ST ANDREWS,st-andrews,NILLUMBIK,Nillumbik Shire,Northern,North & Airport,3,coverage_only,False,-37.58331,145.28752,38.3,Smiths Gully | Strathewen | Cottles Bridge,Diamond Creek | Eltham | Yarra and Plenty river catchments,"hills, rural-residential or township properties","St Andrews is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to Smiths Gully, Strathewen, Cottles Bridge. The broader catchment is shaped by Diamond Creek, Eltham, Yarra and Plenty river catchments. The local job mix commonly includes larger homes on treed or sloping blocks, with some semi-rural properties.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
Strathewen,STRATHEWEN,strathewen,NILLUMBIK,Nillumbik Shire,Northern,North & Airport,3,coverage_only,False,-37.53874,145.27017,40.8,St Andrews | Arthurs Creek | Humevale,Diamond Creek | Eltham | Yarra and Plenty river catchments,"hills, rural-residential or township properties","Strathewen is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to St Andrews, Arthurs Creek, Humevale. The broader catchment is shaped by Diamond Creek, Eltham, Yarra and Plenty river catchments. The local job mix commonly includes larger homes on treed or sloping blocks, with some semi-rural properties.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
Whittlesea,WHITTLESEA,whittlesea,WHITTLESEA,Whittlesea City,Northern,North & Airport,3,coverage_only,False,-37.46565,145.13109,41.4,Humevale | Eden Park | Yan Yean,"Plenty Road | Mernda rail corridor | Epping, South Morang and Mernda","growth-area, established suburban or township homes","Whittlesea is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to Humevale, Eden Park, Yan Yean. The broader catchment is shaped by Plenty Road, Mernda rail corridor, Epping, South Morang and Mernda. The local job mix commonly includes fast-growing estates alongside established post-war suburbs.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
Yan Yean,YAN YEAN,yan-yean,WHITTLESEA,Whittlesea City,Northern,North & Airport,3,coverage_only,False,-37.55061,145.12928,32.7,Doreen | Mernda | Woodstock,"Plenty Road | Mernda rail corridor | Epping, South Morang and Mernda","growth-area, established suburban or township homes","Yan Yean is within Melbourne's northern corridor, where established suburbs transition to fast-growth and semi-rural areas, close to Doreen, Mernda, Woodstock. The broader catchment is shaped by Plenty Road, Mernda rail corridor, Epping, South Morang and Mernda. The local job mix commonly includes fast-growing estates alongside established post-war suburbs.",Cluster appointments by corridor; outer and semi-rural addresses need a travel window and driveway/access check.
Avonsleigh,AVONSLEIGH,avonsleigh,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-37.91185,145.48434,47.0,Cockatoo | Emerald | Nangana,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Avonsleigh is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Cockatoo, Emerald, Nangana. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Beaconsfield Upper,BEACONSFIELD UPPER,beaconsfield-upper,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-37.99819,145.42376,45.3,Guys Hill | Dewhurst | Harkaway,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Beaconsfield Upper is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Guys Hill, Dewhurst, Harkaway. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Blind Bight,BLIND BIGHT,blind-bight,CASEY,Casey City,Southern,South-East Growth Corridor,3,coverage_only,False,-38.21387,145.33994,55.4,Warneet | Cannons Creek | Tooradin,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Blind Bight is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Warneet, Cannons Creek, Tooradin. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Cannons Creek,CANNONS CREEK,cannons-creek,CASEY,Casey City,Southern,South-East Growth Corridor,3,coverage_only,False,-38.20631,145.31202,53.3,Warneet | Blind Bight | Devon Meadows,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Cannons Creek is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Warneet, Blind Bight, Devon Meadows. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Cardinia,CARDINIA,cardinia,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,3,coverage_only,False,-38.14275,145.41816,54.1,Rythdale | Dalmore | Officer South,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Cardinia is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Rythdale, Dalmore, Officer South. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
